Epoch,Total Reward,Agent1 Reward,Agent2 Reward,Agent3 Reward,Agent4 Reward,Agent5 Reward,Agent6 Reward,Agent7 Reward
0,395.95906443822724,81.60802703773997,69.09614749884089,76.19456185957578,13.083444745533644,62.9400568770635,72.76053719815117,20.276289221322244
1,381.7014267147184,74.22943679989284,67.73263397429407,73.22969286419303,12.750612879834478,66.23510832280769,69.65568120779979,17.868260665896415
2,409.7072340339672,75.28743684025244,74.97823358921914,75.87347179593064,10.018077456879537,82.82369539985184,75.40752511944507,15.318793832388753
3,411.9711132780245,76.93464457801944,77.47065979592674,80.3958282256207,14.479114960838654,76.98942699363032,68.26176180741791,17.439676916570832
4,434.95139831746536,76.60616987317646,80.07871713964506,77.35389074718276,17.208837756171615,82.07234948327485,74.90836779635549,26.723065521659162
5,405.1428340400417,79.46743350383127,77.8366495050018,77.60310196369552,11.858097444764493,73.23978302996316,75.41535920446127,9.722409388324166
6,371.96748172286755,78.92897420102219,79.44400415020374,83.72823525530579,19.665189447534246,15.167084771819848,74.56313310964175,20.47086078734002
7,344.2438739267085,58.56692505501314,73.70923854951342,75.08947883214536,26.683826505984232,7.897861059676829,67.61873409329698,34.67780983107832
8,365.3473292104931,76.71932589097767,72.56811416627365,72.126409042105,32.0788367704621,7.157860226996392,77.57800918535304,27.11877392832526
9,347.74473367865204,75.92631328610362,76.32824196933878,83.8147441680355,22.01897089449264,9.69138210497502,57.51571265345992,22.449368602246402
10,319.54386336282073,65.2762639925653,70.65536167311922,75.69865367656732,15.166292575412958,2.7350178127161104,62.75855024365838,27.253723388781527
11,331.3977345983499,49.075945637085596,79.41224513080724,74.63890598093897,23.94238365960439,7.93578491080625,61.39381187155869,34.998657407548755
12,338.36991998370667,67.96353597421579,78.07162715850485,80.2004563207775,16.66549694079827,2.621527928855586,70.44074947593259,22.4065261846219
13,376.7549995481481,78.28056491239006,78.4691899359813,83.7510797357099,29.906471114560624,2.534094271776449,81.11080818438275,22.70279139334684
14,367.72354041574107,77.2453574376363,80.55980397205738,76.79127913305729,22.74667610499476,2.576523965566918,78.0121246864176,29.791775116010648
15,358.20307460353735,68.41105089905555,80.39375189125401,81.66506597357426,20.401364896994707,4.85663046788499,72.28705453148116,30.188155943292802
16,352.0483950839375,81.20787657045564,76.01694508550194,70.66243501888476,16.783068034111402,7.709107499107551,75.33612222011705,24.332840655759213
17,340.8877733562439,57.98280264443702,78.78699939168983,75.16001586380918,21.997887901515405,5.051018087382748,72.7582069256995,29.150842541709977
18,355.04755979785716,69.71482312261293,81.30805606659719,72.95984161388648,25.52106418876103,2.3519468638178185,75.84790108203424,27.343926860147672
19,347.6181297339742,72.17322782554575,81.57588759155695,79.07193910815859,20.216571063087535,4.936015819134559,62.03084704332061,27.613641283170246
20,357.45457975470674,66.1843629959595,70.8518478706334,84.48895381624727,25.179120835313807,5.2284902585739115,77.69822840955014,27.823575568428694
21,343.9414372344357,68.90540146074406,80.94659153004453,71.56019442637783,14.481464406666896,7.505686472447665,77.41123800830003,23.130860929854727
22,328.7737111112226,55.25894008151757,82.46838710139889,75.86342913713504,19.611014302068302,0,75.62533261573884,19.946607873364027
23,338.57644246563973,63.784998233485496,78.44645440695963,75.5315132195346,23.117548882898138,7.040999815589072,70.18974882376249,20.465179083410305
24,350.584260476198,57.506940478308536,78.43606509965417,76.14034022931975,24.036889057082675,7.354476444853537,69.69862537335452,37.410923793624825
25,333.9624247491801,49.99441028704044,76.05545224775393,82.65308024660904,25.081813546352013,2.3519468638178185,72.37386344085549,25.451858116751524
26,335.3099187392019,72.23900313874411,70.6799213225957,78.03739659892236,14.706378077688356,2.490060609548903,77.10422741657572,20.05293157512679
27,346.79636058286843,59.34859111223772,74.49499780829498,78.49177421045574,27.74082836775901,0,74.18414642362835,32.53602266049242
28,331.39776947432216,60.676384287755724,70.34819406557153,76.58758732927974,22.54133853083077,2.6975743741779263,75.842944356288,22.70374653041853
29,348.8906694095497,62.80322848998852,75.23753045292187,78.68681563392602,25.012866857153675,4.678157128406498,74.77055905567659,27.70151179147647
30,342.15912817547155,53.81846935109868,78.59527398656721,81.90282960045523,12.598927865582226,15.328785599166102,76.327356087282,23.587485685320004
31,359.2880183854902,75.215640666495,74.53091833514478,75.68486162388557,27.568971077983807,2.6601906077719115,70.88060308271163,32.74683299149739
32,371.68328150109187,77.07828726047799,79.47736332893763,78.38211668885847,26.780951301012692,2.3038102770099025,74.97703294568055,32.6837196991147
33,333.1811376859523,59.37881506477216,75.66692812885424,76.79892733359314,22.2792201171699,7.447750573038858,59.657884992702215,31.95161147582194
34,331.11793777547945,56.9702423456243,76.63208637344623,76.7578277115118,12.126638998455025,12.107335838895782,71.6581430704541,24.865663437092206
35,345.64150534081693,74.37029943407325,78.7531806110519,78.76747413247834,22.31045831421463,5.068178473404938,72.27536030309649,14.096554072497412
36,347.70588646637054,76.37030786423831,78.3464548565926,70.62030825090353,17.27292754477945,2.530915884395985,77.3839615802251,25.181010485235493
37,299.395776880011,52.42835616145922,71.94149587375625,67.91153112408693,22.012237243788046,7.807346782920078,44.278787916805854,33.01602177719471
38,341.58010611182124,73.18785756735642,78.2943813635716,71.38452669881916,22.147304389504914,9.805431515751085,56.619525421731154,30.141079155086963
39,345.03908819593886,68.89108670125563,73.8445419419238,75.96534197036763,19.127083840589783,7.558675416301169,75.10796507122275,24.544393254278162
40,332.3704082467399,71.20457325326963,70.7218134661897,74.16890684851839,17.871131063319687,2.4775468973882155,68.51017173105419,27.41626498699999
41,368.47383460550725,68.01863818000692,78.02890135162059,77.64707843297512,34.12901879407812,2.6636812528923817,78.17060609700177,29.815910496932265
42,347.5947059229402,65.29895920327769,76.29665482773785,75.15381277427662,21.96307908375938,4.769791610908083,76.3554337573117,27.756974665669016
43,315.0012973924452,62.863511276301395,72.93249579128855,76.57779957358599,19.81573659304317,7.584392669731304,52.807347799642116,22.420013688852464
44,375.5535744967751,69.89746246828607,74.03656180476689,76.15162860320162,26.191694371738823,24.476828858324485,68.77812997575992,36.02126841469749
45,331.84710556543894,64.56440266104568,74.33069792771661,74.7183437624955,22.09331470036785,10.427427350411445,66.2660386712856,19.44688049211614
46,399.04528663043794,79.937827263608,78.89143248760209,74.07035524317524,24.72167822201816,32.22218776716426,77.6856426955596,31.51616295131064
47,398.46286714305523,72.72854265179511,76.17946097896831,72.20337993850936,22.763980095872633,65.03754593303776,64.8642465689358,24.685710975936296
48,423.514274658403,69.86170453482707,75.33008038334825,73.90172515064054,22.064734166880477,78.60546440697308,76.36388178399166,27.38668423174185
49,399.45148363624696,57.33622609441925,76.20697685025083,69.10387681803577,25.12362684788293,78.75340100149712,70.42620691998638,22.501169104174693
50,423.26170123990744,74.02152136588097,76.25609680095226,79.21289279612982,19.318705112874053,76.43129420541189,72.92500454179115,25.096186416867496
51,425.6200578401426,75.7923976866303,72.76830844957368,79.84689955142493,25.03369724193084,78.2400872293715,66.57898106532733,27.35968661588396
52,407.09288436282446,54.8423205646456,75.84298237243601,81.28981005227241,16.937754345853644,80.0494414350192,75.66649748977768,22.464078102819816
53,429.27587785214695,63.60825149505508,76.96445180663915,78.45746120577267,23.488735312022733,80.09366900562974,74.73975512319666,31.923553903830864
54,400.82087444081446,63.78769423782131,81.30680036279017,77.94570338947443,17.84691886489301,74.73363797473485,65.46658148849357,19.733538122607094
55,435.3588932767274,66.16250623940404,75.5729268929984,76.78870974371073,26.759184828973428,80.56636693428715,72.7906885662866,36.71851007106699
56,416.5221769224949,79.92504730863085,79.0139527640681,73.43028723568845,14.363670768294021,74.37994121037079,67.54755586614318,27.86172176929928
57,444.9694328132168,76.56329060290517,81.06737486465646,77.64366479661523,25.48318610621496,82.96209625656242,73.61312355092281,27.63669663533978
58,379.5628881278768,51.66420194680452,72.39645189308283,73.0552024566352,20.034509083230233,74.7459865105266,65.52636878181785,22.14016745577966
59,415.87003425754466,78.23167013970311,76.27453744617091,76.38883394404252,19.13260288751318,73.82528622022473,59.237067364966684,32.78003625492372
60,384.8567546738933,49.56579163565983,75.94247579206063,75.3631329946111,19.652503022529217,74.90875428711696,72.62749541516945,16.796601526745903
61,415.6359636798219,71.10006209143923,78.02560572342853,77.97413399871849,19.563817826164488,77.06718840777826,74.66631199027202,17.238843642020772
62,396.73051430445463,64.49224090552627,72.53268896604047,69.16424837320395,22.49300795288567,77.99185853244569,70.0216167797706,20.034852794581873
63,445.5594509785103,78.68847693930624,80.32262391819074,80.79725009503305,25.190298477295098,77.81533250305368,72.56679262972472,30.178676415906658
64,403.7889709315749,56.290337340815036,79.451411665477,79.98756196238196,20.04457023812601,73.76066538714743,67.33333548152503,26.921088856102102
65,414.3384613450776,74.63969891820538,73.64005182399671,73.69792185812646,19.800330211019357,75.61286368253843,69.84465736533716,27.10293748585414
66,444.34823885326944,72.82216989130787,86.41977824628201,78.82097452390437,19.465627368632,82.39638903933754,76.89022576371465,27.533074020090687
67,415.7325380376796,66.64178727480969,76.93017761438013,70.64366315078236,24.498662648854456,76.83074386847835,68.38182274590265,31.805680734471956
68,420.05948600833284,76.05989796406507,74.24084360854143,70.976951650151,20.050433714821008,82.9145402583599,71.11571001530258,24.701108797091678
69,446.9188359382249,74.75541123872422,80.97645508037778,83.80660734084341,21.72023233654675,76.45219562595486,76.89713831723002,32.31079599854782
70,400.861436742813,57.471709764882455,73.14770030042217,81.2999462069242,22.50896233792074,72.59098460151392,63.85848887232745,29.98364465882217
71,414.384540453389,70.54788166459812,76.06737986079007,72.32920831358675,19.359363530287986,81.76940579551005,72.58543631549264,21.725864973123493
72,441.477525965107,84.90747979195798,73.30347048067871,76.1793689714939,24.978806728787063,81.23698742751891,76.45729775303305,24.414114811637305
73,421.198172402674,66.64538837348196,80.51316583256857,76.3332291818234,17.358415420212758,74.98966585691038,75.33730931443662,30.020998423240282
74,415.640169250816,68.50776455577177,75.15042104157206,75.96537210460193,22.022620456179265,80.95367284375352,80.33103031674472,12.709287932192753
75,394.39139083714355,49.47099810505712,72.93805766355993,73.36731207736001,20.0763089882542,80.8141655048422,73.07515150120784,24.649396996862215
76,406.3770974220254,58.29265033862836,70.91696119769024,75.09577976070541,21.464898108751736,75.88437660597516,74.79301126996982,29.92942014030459
77,412.74657517033546,75.82550077495,65.89316088194752,72.9580017070223,17.241631875253944,74.60596308029092,75.65123317463515,30.571083676235503
78,444.79136600209875,78.30550936998455,82.03764784516792,79.33406457429005,15.320842263197754,76.58371815663787,76.0631586458306,37.1464251469899
79,418.5138767396597,73.27301769910594,79.31127032758758,77.04867465986338,9.586769283919246,71.68033892408631,80.12759398772666,27.48621185737049
80,421.61972319381766,76.55708789452243,74.19893772051043,71.58994399038458,14.733473524706321,75.66636348921145,80.827462605268,28.046453969214372
81,439.76328624234327,72.43523156604113,79.12205091122368,80.9523453034236,21.550006201457503,74.31006958286262,74.70461899243645,36.68896368489814
82,422.5630960086007,73.7895408634163,72.15952237040617,81.26560824633863,17.7625116904726,74.68269958384644,85.3166896682122,17.58652358590849
83,410.63048549238005,70.13698463350342,74.93547732717221,78.38558963206981,17.349462777919932,74.73724301673434,77.43960501845511,17.646123086525296
84,426.355884417669,69.79991295419237,73.01197218093671,87.01571225066455,19.915598883833994,72.49272939473697,76.74057511893862,27.37938363436576
85,424.6940365362602,73.27664476937011,77.70901948031972,76.68272377430603,17.28811227896335,71.45181402119864,78.34643166960231,29.939290542499943
86,430.687998257694,73.97433679628243,73.09338810288527,77.4045849697723,22.453682526939524,79.88883003453108,76.6176791661819,27.255496661101425
87,446.14877028345154,66.16732850271927,81.15551669206245,83.5462974597713,22.489486337294675,75.47626568368953,82.42001182269078,34.89386378522343
88,434.3488831185452,72.36314432381177,77.45977795200622,83.99900820620688,22.02089538987308,74.9781409969066,78.07417998306367,25.453736266677147
89,443.5317264657846,72.59594188620734,78.6368548636527,82.39738228627385,29.820889776390086,75.8320785367404,82.04523663862547,22.203342477894815
90,413.7564937383316,66.09677683390933,76.64366339198938,77.3486160932395,9.804144368989496,80.55205583758935,80.53630394017027,22.77493327244421
91,427.19879393217565,66.19332950365141,74.65484286416181,80.8078092951329,24.75355619492358,77.51649899979154,80.46343537658406,22.809321697930528
92,428.7375041818902,67.28779067773375,78.22872959800623,73.70033971537816,25.0713760268956,75.78564311891843,77.82514047207789,30.83848457288023
93,404.0682297930719,64.71398878621244,75.48711636646833,73.59800728700992,12.972146580212975,77.44419683907688,82.25321164217198,17.599562291919202
94,421.0757745514703,76.54803184679486,79.96415573703452,76.80491842369398,20.02792229334573,74.08487876608972,71.56060446873504,22.085263015776373
95,391.13792681604343,55.36826198424437,73.75200577747927,81.54979169317389,12.26764567080444,75.49388208298606,72.63427747145545,20.072062135899785
96,422.4368673673676,71.90737033420089,72.62842975302051,76.35631866493769,27.239594416796717,71.80523234128628,72.53896276819506,29.960959088930434
97,419.10677964082777,65.2028179653605,73.01842701916873,76.25972930382711,29.53269333829628,72.24926252832148,75.12646079202833,27.717388693825107
98,415.083000625662,57.681618384298034,79.35665298021318,78.34248696473745,26.748388282046378,73.02853638709354,79.21632539010818,20.708992237165223
99,419.0605051396796,64.18095516163909,76.35000573645084,71.92579813247326,24.10046906156298,82.73550167831935,74.57422940911547,25.193545960118463
100,423.3807880792221,72.7595734671196,80.98401365978829,73.882157970861,20.58239624016354,77.75947604282726,77.87935300598714,19.53381769247548
101,450.80746198442586,82.94689739884957,79.17950342326074,81.20572933497142,24.771731423140643,78.0190868298894,77.64365803079895,27.040855543515207
102,401.12559523971544,54.44391047422477,73.27632648178131,80.72199123441924,23.228453198357993,79.32935119560375,72.5301421054496,17.595420549878646
103,395.6460634280295,55.701856553438226,69.95879186406134,75.91088050122954,24.127649991566205,75.11650480205961,72.53214272154759,22.29823699412694
104,421.5226493613886,66.81999404870055,69.77771950970786,78.08545005121906,21.69367910409788,79.12421862338752,81.2600898142169,24.761498210058583
105,429.6459868164688,64.0424986215094,78.56138064121566,78.79223489805103,25.040202835917903,77.28909875070654,78.3466996596654,27.57387140940309
106,400.66568271486307,51.59421789700541,72.9309339224139,76.11787234561605,19.62762108500094,83.63991172868363,71.85890286507694,24.896222871066165
107,420.897838756861,57.4074440806946,78.45915340986917,80.39967910790078,24.482822450376183,75.38381509417178,73.0466179536742,31.718306660174257
108,422.7877818530415,68.004486517969,76.77804498977868,70.96204571864023,19.800401553568317,77.5283872615693,79.3183933484707,30.396022463045394
109,423.8989921396548,70.858538493841,72.86637162619013,76.01825483533432,22.28467324925647,73.47339689085122,78.51277664926405,29.884980394917843
110,432.33336109078954,68.29646699556012,74.06949478482063,73.60970067586018,22.141742834047687,81.10317694344289,80.54894434876383,32.5638345082942
111,415.8323536501072,44.473289045235674,78.18714142388532,83.65086538772157,19.583978093672798,78.45095523726764,79.02876839417206,32.45735606815223
112,412.30435742123916,59.34581921879921,74.6144367606261,75.83211135478528,22.09063885745512,74.61416834889977,70.22059667032653,35.58658621034711
113,412.8228749362337,56.209425462285864,73.1721917804567,83.61343665493668,22.052676410121343,79.5683843778635,75.79165193940821,22.415108311161347
114,386.6969831718913,54.80816575569153,75.37985335119001,73.83389917285112,15.44536641689652,72.34732252578922,72.73360772943549,22.148768220037226
115,424.10081296204197,60.67493890728673,79.15861003075311,77.37549716856924,24.447125179984994,74.84317185670744,74.35730110500383,33.24416871373641
116,396.2128640277657,63.05311177133114,71.5077376793009,72.46456476045415,20.01686274533049,73.51104016123796,75.75040099781404,19.909145912297006
117,428.2623715028189,74.51268842880043,76.43025633242421,78.66372597872825,24.92922635525756,75.69770547474415,75.64420041863112,22.38456851423315
118,431.42143701578965,71.41162779632789,75.94920071180549,80.25061183941445,24.904487268737796,71.98605702842057,80.04963104114401,26.869821329939228
119,434.81635836393974,68.55431301238345,79.79149805697486,75.7353473682553,25.457438483833474,76.92658082374787,78.0765547735036,30.27462584524092
120,405.7540123348285,68.73892298916289,74.64750060898264,73.74941340988805,15.028654519357275,80.9385526197781,69.76117747587823,22.88979071178135
121,414.0718726779469,67.62032211094657,76.72899916316916,79.04482715648223,22.59289714625087,68.30969102904605,74.83335626477263,24.94177980727917
122,411.87326759233866,52.28779399166797,78.26364249393556,70.65678271732868,22.075567659914476,79.6895579420045,76.246472945937,32.653449841550405
123,409.27508457749167,63.4066071898813,77.72360544006388,77.49968926720027,22.309732642485862,71.68357750715109,71.78820763638407,24.86366489432527
124,418.2486840177779,58.44509473482726,66.66890136861933,79.82079023367255,29.803759136669505,78.34182077201855,75.35004636064097,29.818271411329903
125,403.8537837047052,63.89359520962481,76.4128117951787,79.00841869737698,7.078407625060651,74.80422795259315,72.45505422259127,30.20126820227963
126,418.10015412326766,69.72189014898176,69.18179598830623,81.77054203771557,15.232408017091002,80.14202069107453,74.91879726013306,27.13269997996535
127,409.5689677159679,60.34347784541477,72.91085378332625,77.59897826075499,17.729063251309956,76.97763234091252,74.05975801248846,29.94920422176119
128,444.65106396783136,73.43023471942611,73.89791185096773,82.08037848522653,31.686449668983595,76.55246232729026,70.41722238112924,36.58640453480783
129,419.253610720946,76.4770436180155,74.93607325934673,79.28539111649114,19.309287406215123,72.99505836423282,73.44042593682894,22.810331019815663
130,437.19084405298963,76.75224787785176,70.80613003361182,79.43689049493305,27.437571278301547,75.61564316813244,77.04452170616685,30.097839493992048
131,402.27280199782655,56.07819714271231,78.31186018005496,73.14163702640685,18.191909276069712,78.89868858188848,79.68359026770227,17.96691952299159
132,431.16678348480025,67.05652532295579,81.06163514332742,71.88759782010546,24.715408040853973,79.50581616353283,77.29431897522417,29.645482018800415
133,415.85968974615344,71.48232705885528,76.28895908972507,75.46763720169594,22.44656898739055,75.45667293917964,75.11237932395422,19.605145145352694
134,421.8632600275366,73.04799657022018,79.52315034448915,71.72032848508817,27.34672472623177,72.28422348721034,75.80178942789848,22.13904698639826
135,445.0663237396666,72.47587555910796,83.1579694453034,75.76069856468263,19.704552956467005,86.98712332807337,77.17694162714142,29.803162258890683
136,421.47735359068224,62.583551315010304,74.09841954490304,73.90469026242054,28.628684168540303,82.91671979832988,75.15925777931722,24.186030722160982
137,438.650273679905,66.93932470981375,79.55355088636554,79.31221419581219,26.901893275371023,80.62273266722411,72.87800036720988,32.44255757810846
138,409.66127093582634,69.2385649336619,77.49482985900178,71.34237696704939,17.19377777005951,74.28502086958042,77.60144220107293,22.505258335400455
139,399.00761700373226,48.970420839984264,76.65460640836363,76.68999920149665,22.394108100974194,75.66688318070454,75.9959513976631,22.635647874545867
140,408.13602085344996,71.0406766906235,79.3316169626894,75.67285401126509,19.926768870939814,68.00919214179383,71.83510695656366,22.31980521957461
141,418.9249384960775,59.033550316315065,81.80770181069767,83.22588396234428,21.862216747968322,72.99888659196141,69.93288485611914,30.06381421067155
142,397.74540176396397,52.246171812565606,76.2257225075875,78.69483323772434,14.828411014468792,70.9370818425391,77.38156473803146,27.4316166110469
143,428.03145992997213,64.48689663136854,73.19251159066951,84.89475296873873,26.860042023147052,74.84039265973442,74.54952226036863,29.207341795945364
144,444.461725177367,68.37658436846063,76.46320824593812,81.38113071012756,29.707527074218305,81.94241347563083,79.79955383195839,26.791307471033207
145,403.03666909203787,59.149765512800094,81.81633792596395,77.54084081896829,17.137597965885778,74.91289656646228,70.96830696776885,21.510923334188682
146,410.5447479691256,64.1656122525463,73.10206063527971,76.36976401750047,19.894762963695335,77.20772860226643,70.33042290294921,29.47439659488819
147,400.38671385418513,62.278291464439135,71.93603152539038,76.25552749147579,24.648523786686038,72.93884964201993,74.89609623155192,17.43339371262195
148,405.90209957879347,67.01814596621733,81.19445978225158,72.88277765549998,12.781950196491207,75.49001295090241,75.77885270505493,20.75590032237607
149,437.7749230777673,72.74665187514984,76.56282372684348,80.99557091122082,27.38107893764782,76.13386194417285,74.28308738807296,29.671848294659586
150,404.987004163764,43.737096626041385,79.22741060056903,75.55915457962868,32.59551140125869,77.57823300344404,71.44873514810133,24.840862804720686
151,401.1311662946358,56.38064351729953,77.15509644605619,80.50711583285755,17.27610041478533,73.21289256374392,77.12070967640236,19.47860784349097
152,418.0202490963398,66.54438809399437,75.77723994180903,73.4219560801195,25.656312509858715,79.39380617175185,74.53294541258005,22.693600886226317
153,420.7442582157617,62.326383824856265,79.04009508523093,81.11903881513295,17.323002140310187,79.62543040321312,81.35914882207659,19.951159124941793
154,421.36333023211097,61.76363182312217,76.91415180400755,74.9260743657907,19.541284791559054,75.91977066518922,84.92179687426807,27.376619908174153
155,433.94680855902305,76.4275602118207,78.2432611503084,75.84400475641368,22.641602874508273,79.3731643791539,78.99219285401618,22.42502233280191
156,431.5096849949952,67.26848126185392,81.61905512268332,81.9824975851635,17.332218106525822,78.3619125176383,79.6648126506519,25.28070775047864
157,402.2430417671965,51.86770190337135,74.3261531062233,76.570205810736,21.970464647232472,76.73054587741174,76.0567888553238,24.72118156689774
158,431.8461488637826,64.19740628506823,83.47037556643161,76.59327837856159,17.033937188472418,76.34078156937792,75.86230616907729,38.34806370679327
159,422.93491156441684,72.18244427397889,77.30483780336587,76.89295569694943,17.069568680854893,75.20930086246982,76.92719609921905,27.34860814757881
160,439.98247995878114,75.2187968590238,74.06371791884871,76.4738949530133,25.285028305962147,81.40231585933348,77.32900334894828,30.209722713651434
161,438.881026540554,71.71747789798314,81.67056379316834,75.86184562509418,26.80666584946079,72.97217230797398,79.69416960683064,30.15813146004272
162,439.92720610408446,75.5601368757966,78.99922499217129,71.16466613018791,24.924825614160937,78.23712540443573,75.93740509902561,35.103821988306315
163,403.55735234654657,54.103902887255344,78.89460966707533,72.4836545020348,22.28102662340154,77.56599872807355,73.81646391475728,24.411696023948693
164,417.2442261440651,63.00558171547045,78.4615237361731,76.08401042370684,16.849482748587437,78.57985628143027,72.53895996183851,31.724811276857906
165,440.04845817354453,74.60183831143532,70.53656507239103,76.79739328736294,29.908269692104405,77.98735456971642,80.33337072521849,29.8836665153161
166,430.1810475617851,68.52251583092885,81.50794495021263,73.73160835984135,20.098583779860988,80.44542662660992,78.6132647825662,27.26170323176512
167,415.9924742505808,71.6486869891707,72.75026902424031,75.85555168306192,24.380012851553598,81.20438080990412,65.98256168099876,24.171011211651315
168,415.4413306716802,70.44723980986971,74.1341508710911,79.06052988089655,25.25916171214568,71.46251063548178,77.32717821969962,17.75055954249578
169,429.6842739107242,68.92466276342975,67.87994928852383,72.55605157326605,27.771744347222864,79.55653573727133,78.62897283855708,34.36635736245302
170,431.79773864387147,73.6945678264166,76.15724743560232,78.919712979096,22.817640772016603,74.9141815977577,80.16888998488201,25.125498048100145
171,415.7776706040876,67.33633060441328,78.43608904503492,76.58063918993238,17.865753098855542,76.2011422280177,78.99382873518975,20.36388770264397
172,425.13778040547663,70.52656162082137,79.18994792363647,77.53178092403584,21.602533450267803,75.10655279776269,73.92707340384365,27.25333028510893
173,402.4428389667234,57.709931862669244,78.52644779363175,80.5265881467687,17.384249055133825,74.56162764527328,73.96285152989505,19.7711429333515
174,426.3379726841675,70.68167673029251,76.97612367939776,76.92120567798437,28.538964582973428,75.08433847977757,68.94539090610903,29.19027262763258
175,406.44269169375815,61.51289385313644,71.70988298581648,73.45671210928337,24.205158557945005,76.51587340805915,74.63622737692074,24.405943402597014
176,413.1788679650411,64.58119057759733,73.14138840322629,75.8144299333656,16.64628371530908,80.99734311107119,77.0315561830831,24.966676041388535
177,438.3453368210867,73.50374913732598,81.43896641753526,75.80052619044203,21.905235312350705,80.66725256051961,73.24304881433505,31.786558388577944
178,409.8257829974105,59.121224651557526,72.82951315509322,70.67705140058175,22.387350049831543,78.8352102080066,78.05467617597398,27.92075735636586
179,419.48628963446964,62.46574955713997,75.13789129391742,77.14681135779627,17.33244020887523,81.81778995106023,73.03386902814276,32.55173823753787
180,423.59384435913717,74.38998390411727,80.78579772675114,79.29199399096363,21.940446071407603,72.08539722112683,74.78069787316439,20.319527571606226
181,414.519737831501,49.09370776971736,78.15389569427354,79.18976156499252,22.79545337096241,79.63140145363552,83.70220394596294,21.953314031956758
