batch_id,task_id,latitude,longitude,arrival_time,observation_duration,profit,memory_usage
1,1,28.786999775259524,95.85566207148912,2774,7,10,8
1,2,42.13415729368846,88.09179930846994,781,9,14,7
1,3,9.645313320898977,106.64097373627266,2700,8,12,9
1,4,42.422424324995035,74.61470266062469,1021,14,5,8
1,5,20.859439676418436,118.44285128336077,2823,15,5,9
1,6,6.8846024524261775,112.04924895125188,2123,6,5,13
1,7,42.18473787841087,128.30635308714596,456,11,9,11
1,8,19.39105345124125,92.60441060587075,1703,13,6,11
1,9,41.360829570576094,92.35522611960312,2691,12,14,13
1,10,30.96223494394216,123.50590904456672,465,14,11,13
1,11,42.32440301304522,114.95628060232252,3534,9,9,9
1,12,51.21104141423229,81.11587228640605,989,5,15,14
1,13,38.74111987849656,80.42230797300009,2440,5,14,5
1,14,11.155861405035397,105.85584045225538,818,8,15,13
1,15,23.283484167328346,115.94767944345419,2527,15,8,13
1,16,47.14250480901694,75.26453395055448,2902,5,10,6
1,17,9.379684163325939,94.224452302427,578,8,10,11
1,18,31.591457553547382,74.78031284050392,887,12,8,15
1,19,52.7823086927319,85.79478221194167,1259,8,8,9
1,20,25.431161324009665,108.03832925950314,2265,13,10,8
1,21,46.559352173466586,75.58908959712903,110,7,10,7
1,22,11.728082690262811,83.33568795775217,1156,5,7,9
1,23,47.365120282405876,94.3314401658794,828,12,7,11
1,24,29.399487682464883,112.70880929890626,126,12,11,9
1,25,49.0004820476503,96.24902857772076,2645,13,5,11
1,26,44.06848131529985,110.67060587825607,3355,7,9,8
1,27,51.94057845703762,110.91207117075646,2645,6,13,13
1,28,39.39613700803239,125.35159456163849,103,15,13,5
1,29,35.3404326295838,90.36391323122109,2635,15,9,7
1,30,51.132592591123114,115.02354208422747,3224,10,15,14
2,1,3.3353643199339396,92.01766883316293,1569,6,13,6
2,2,52.25440876020782,121.8674863190704,950,7,10,10
2,3,51.841312400120316,127.88053826575413,2504,13,14,15
2,4,34.54332153477219,88.81974240385412,1576,5,13,12
2,5,21.000407711332006,125.39331705457019,3172,5,8,6
2,6,32.8355462734704,112.58334253848574,2123,6,5,8
2,7,22.87688027894275,113.24089021550726,2622,11,11,12
2,8,44.209639190569106,90.99181215308937,504,12,8,10
2,9,24.281118442652065,132.23504448330348,3561,10,13,8
2,10,51.19901222554222,92.52654229038055,2984,7,11,11
2,11,39.21692275450587,130.32303473260546,1757,5,6,8
2,12,34.47076020021838,96.64217073106063,2696,7,11,8
2,13,49.88454554011428,91.43510016262952,1899,10,5,15
2,14,4.361568627278431,87.46973431991647,562,12,7,14
2,15,19.477986835253798,92.17871211851636,2549,10,8,9
2,16,37.65191730224359,129.1899007260501,2552,10,11,13
2,17,43.05604950021481,81.54467904868125,2103,10,10,6
2,18,9.596187445494134,117.71218021919088,2373,15,11,11
2,19,52.39497916623715,114.17680347915574,2897,13,9,14
2,20,47.62729735150804,110.32781547421244,3517,9,15,9
2,21,28.60711706537479,76.61090331328909,2161,10,12,7
2,22,9.333199354435548,126.66353917549156,2563,5,9,10
2,23,24.827495774015897,124.8475882614103,1420,10,10,11
2,24,13.66463122422127,74.01531247511721,2616,7,14,5
2,25,12.685440877356537,120.45185564049045,3519,11,14,11
2,26,44.66082956513591,90.58052189205878,2542,7,12,12
2,27,49.8326504622917,101.38365705968094,677,7,11,12
2,28,27.23732937079957,96.24752571841374,3081,15,11,10
2,29,21.256622332082806,127.87908756820977,2832,8,13,12
2,30,26.378440017824705,83.9184740268729,1959,14,10,12
