batch_id,task_id,latitude,longitude,arrival_time,observation_duration,profit,memory_usage
1,1,20.833361276209196,117.57827061537657,1590,15,8,13
1,2,36.10302405508927,101.9386374372074,1028,8,13,5
1,3,24.76942836436522,101.3763881335744,372,14,13,7
1,4,31.66303872440133,75.99172433648083,1299,7,15,12
1,5,24.62944322825769,128.43399353189494,1219,8,11,11
1,6,51.083243631422555,96.78224091250998,711,6,15,15
1,7,49.751131342491796,124.6598670165215,3566,5,6,12
1,8,41.16074943624693,89.5694187066804,2057,15,8,5
1,9,34.15883221805288,125.65057130477368,1906,13,8,11
1,10,51.451155287090835,125.83798176421939,1054,5,5,6
1,11,7.107994977277679,78.95591758084257,1539,5,12,12
1,12,30.2831795459153,83.0401880894612,1293,15,12,15
1,13,32.831695519888115,86.89136418534761,530,7,12,12
1,14,52.617786440352916,95.64948623558287,1331,6,7,15
1,15,38.98759327304752,131.97938034881506,715,13,7,6
1,16,31.191558692980294,109.5324587700654,1204,6,10,9
1,17,31.2802818294533,105.2165087504242,2911,7,5,8
1,18,35.08849075174469,130.8612147246677,1797,9,13,8
1,19,52.23168019666896,110.7172320665434,1365,15,12,7
1,20,37.28942172901174,107.84095704356332,2949,7,5,6
1,21,30.641021087434016,88.29972738100312,802,9,10,12
1,22,45.28912869294778,126.43182405817939,673,10,14,14
1,23,32.151518517893095,132.66697718984304,2172,8,5,13
1,24,20.67316808238991,105.61379770053729,477,9,10,12
1,25,35.4776852797536,116.04236308310682,1186,5,6,7
1,26,18.32278779310618,91.74585759600848,1152,5,7,7
1,27,25.609728216009934,79.0280432596953,1498,5,11,6
1,28,52.99848903459459,99.71747329529873,2945,11,12,9
1,29,8.086647087318285,130.8975219470221,2010,11,8,11
1,30,8.347506996117396,82.94028317928311,395,9,5,9
1,31,23.04351213481946,113.80235043322216,571,10,8,7
1,32,41.1369473522267,125.4398726396895,2933,6,6,9
1,33,46.93090555739362,117.00537861584576,2799,15,8,9
1,34,50.28050593047482,132.63097968470737,1550,13,15,5
1,35,40.532646856633825,95.97843739013983,3552,14,13,5
1,36,35.4544933402436,98.48852844032838,2319,9,9,15
1,37,5.630530952929405,76.05692436667266,1908,5,12,11
1,38,51.63325660146845,91.31567562726386,155,12,9,8
1,39,30.263687552010623,82.46479927709146,1415,8,14,9
1,40,4.656463570238486,132.79144867375007,258,15,9,7
1,41,38.34821440585596,107.60663691081865,3150,10,8,9
1,42,24.36314228397659,126.96468397577097,810,15,15,9
1,43,18.770602625378878,96.00480790737805,2796,14,9,6
1,44,40.34553929831194,128.15061966965618,978,7,5,14
1,45,38.84831290143277,82.36939319008951,6,10,15,13
1,46,40.547739006816386,110.64065774746582,2462,6,9,6
1,47,38.90052800257141,106.96926563328705,992,5,10,12
1,48,23.590080627879857,81.11213122136284,781,12,14,11
1,49,9.156469355055549,92.89077035342915,1770,10,9,7
1,50,37.288193677142615,86.08915944049926,573,5,13,15
2,1,12.084237258659506,83.9473611130002,1859,7,13,14
2,2,39.69689958388616,89.53942713587756,2147,13,12,6
2,3,4.671418755313919,131.83094457415365,3519,15,9,11
2,4,4.2785033167525715,115.94932215294821,3055,8,13,12
