batch_id,task_id,latitude,longitude,arrival_time,observation_duration,profit,memory_usage
1,1,41.09370645144535,131.2194950862068,592,11,13,5
1,2,45.99271634671691,96.7925132491279,1831,10,11,15
1,3,13.77292757413063,81.90257487804011,1209,14,13,8
1,4,51.83500433810836,124.34308829157013,2902,15,12,11
1,5,22.736757405667415,90.40405581057067,771,7,7,10
1,6,46.06616187152625,92.87283860965356,2587,13,15,13
1,7,28.3364426802411,97.78961612604455,233,15,10,15
1,8,25.02271764582121,127.29987763671454,3268,8,5,9
1,9,18.685275355443515,74.58008033057375,3388,13,15,11
1,10,51.16342299968317,82.38835742698375,2770,12,11,5
1,11,20.961566846959247,129.91262975288774,148,9,5,14
1,12,47.834690949551174,124.21640424207999,2458,13,11,15
1,13,36.47771640096672,105.68729719193297,3351,8,14,9
1,14,35.69886027920257,117.64104210394387,2545,6,5,7
1,15,40.60337213048185,102.4233421667686,175,7,7,15
1,16,43.450047445433725,81.29770869232449,1561,6,15,11
1,17,4.058180910877998,84.31335068722844,2412,13,12,11
1,18,6.925130757055889,122.08870223555161,105,8,11,7
1,19,34.62625391024436,75.50732352930396,726,9,5,6
1,20,11.63674803114457,90.80248788412739,792,7,10,15
1,21,18.61951133375661,111.30074296016939,3175,12,6,10
1,22,22.22678694574943,120.00200796190123,1100,14,10,13
1,23,30.248268390680476,89.32593027426682,2888,7,12,9
1,24,36.07217926080048,78.63228096655256,3405,15,6,8
1,25,19.596660234625553,114.648723731596,2962,11,6,11
1,26,6.796554135275182,128.67231308478134,470,8,10,15
1,27,44.30688847611444,75.32086623493161,2527,7,6,14
1,28,51.4960886457941,92.60301128925289,1158,13,6,9
1,29,50.47966024411195,113.42077407965806,3258,7,7,14
1,30,37.95984888271318,100.93891733193445,3083,9,10,14
1,31,21.411604382327695,104.65144193087754,1863,10,11,9
1,32,46.674871347519506,115.21096258654669,347,12,5,6
1,33,35.34944421349088,92.45287438138372,1299,6,14,8
1,34,48.99410964699749,119.25112356939543,340,7,13,12
