batch_id,task_id,latitude,longitude,arrival_time,observation_duration,profit,memory_usage
1,1,38.241874269868035,83.51601803512216,723,9,9,5
1,2,27.172898522136414,86.2541258489409,2589,7,13,10
1,3,44.93835206356858,114.01091051263595,102,10,6,7
1,4,12.46159299547516,127.6371156629238,2224,15,13,15
1,5,39.170978206280964,106.72855703565007,460,14,9,8
1,6,48.27360432990006,129.77460745001696,353,15,13,5
1,7,14.273779626739922,90.89599550538325,128,12,11,14
1,8,40.16996845397448,111.41709445315215,1707,9,12,13
1,9,25.86266305297723,131.70135597783948,3408,12,7,6
1,10,32.0425420316924,86.03203076619846,3025,10,10,12
1,11,35.210846916800115,105.31022697126666,206,9,6,6
1,12,6.688080733777804,90.31409355755227,1871,7,12,10
1,13,49.93560428846642,86.5940290056658,1011,7,6,7
1,14,16.04856868285762,86.70220440895658,702,6,9,8
1,15,29.272862688419657,129.32276892753964,1486,5,8,14
1,16,32.27694650299049,103.38350506778639,3217,11,7,15
1,17,35.379052253558946,85.99080013436536,2399,5,7,13
1,18,5.994166244679808,108.00313619404132,1719,14,14,14
1,19,9.722669910897583,123.8845839180781,2095,8,9,9
1,20,14.849082489953089,88.452603508097,720,14,11,15
2,1,12.551541921795453,112.65178500730846,2390,5,8,14
2,2,42.73611433152674,107.18657669791963,846,6,6,9
2,3,31.55985267864267,76.54151927324773,1398,13,15,10
2,4,31.801823948034976,82.40904814661955,1990,8,11,10
2,5,50.99322837494324,91.75559108534972,3111,15,12,15
2,6,11.514117470899757,110.08879971493957,1889,6,15,9
2,7,48.40703296556096,90.42116049034158,2245,13,7,5
2,8,34.18448780062875,100.40888907548894,2064,9,6,9
2,9,40.009097268480346,132.55374164076247,1822,14,10,9
2,10,34.82666590007625,96.98939620950179,220,9,12,14
2,11,52.74428677608571,130.25363671599777,2516,6,15,6
2,12,47.990948219429654,117.1745398318227,3279,6,9,14
2,13,33.7438815601804,106.35828876764907,2766,15,14,13
2,14,47.12565539804654,77.72852140282578,1219,11,15,6
2,15,20.821848057516583,96.35956878244771,1914,12,14,10
2,16,30.040045640557135,118.32810280272703,1230,12,5,12
2,17,27.83209109788809,104.60847190104437,385,15,5,12
2,18,24.790372763112586,109.7721652411386,1386,13,6,5
2,19,23.034183792707438,99.9654709950016,2228,6,14,13
2,20,37.459595455687534,121.00943741176359,1219,10,9,9
3,1,36.779102064303636,83.86935689957473,1131,10,7,12
3,2,44.94756654574272,86.14901706701085,3460,5,5,11
3,3,25.450067294171426,98.73512289001842,922,15,6,13
3,4,7.4501148732505715,92.71960794687013,3052,15,14,5
3,5,28.03536559379408,129.1348191819673,1063,7,14,8
3,6,32.957714665001774,127.65128875606646,3266,11,9,10
3,7,19.549368189426588,125.5673772469334,543,12,6,14
3,8,31.30755885424413,107.02577309770135,362,12,12,8
3,9,21.686679939416358,119.82259435007293,703,9,10,15
3,10,49.41517670253304,129.93823759580442,1451,14,11,15
3,11,25.320156730345946,111.77583772141193,2054,9,9,9
3,12,13.216445966079696,84.78631238975912,3081,15,15,12
3,13,5.542536160299519,128.02487040220723,799,13,9,11
3,14,44.339000311828286,101.40124865115256,2662,10,14,8
3,15,12.662507700667145,120.17934431879209,331,13,12,13
3,16,29.805809058988476,96.54634376057157,1801,13,6,12
3,17,50.951407207952066,113.18118883974451,1569,5,6,9
3,18,9.522121432755306,110.13606242406489,3365,12,13,15
3,19,44.66841476823277,74.47715086079998,1278,14,7,15
3,20,43.67976533140491,121.02647708944238,3372,5,9,6
4,1,35.38635861804447,114.45921138514228,1020,11,5,11
4,2,34.66179012360493,74.33827958762811,433,9,11,6
4,3,25.637431501395533,110.03391953616625,2720,5,5,7
4,4,37.6483011783436,118.61426587958157,1327,11,12,14
4,5,21.93688476696564,88.58192547062326,550,15,13,12
4,6,33.326640843647695,86.4995873568156,3484,5,6,12
4,7,48.21135016431532,108.7658201631379,2409,5,14,8
4,8,35.893480143871656,131.97914700397774,1048,9,5,8
4,9,20.776151552221975,85.47096015058538,2563,10,14,15
4,10,7.925280428761636,107.99509313541645,2371,11,12,7
4,11,9.509611081638116,117.8223432972267,688,7,8,13
4,12,23.04913840260046,130.3806165725807,155,14,12,6
4,13,12.008499198155867,100.97739150079967,299,13,11,5
4,14,8.96506960239625,76.60217145090499,2778,13,12,12
4,15,46.87635151858535,111.95509438406162,170,10,15,8
4,16,44.77015472688661,95.4955790892971,3125,14,6,13
4,17,50.77769428114996,131.49633914337446,3271,7,9,9
4,18,22.441043835177663,118.87133070642123,3372,7,15,11
4,19,30.52963669719638,100.63717341139287,2468,6,5,6
4,20,4.317539677728585,102.85025034878619,657,12,7,8
5,1,44.70312763900675,105.9331481868372,2784,6,8,9
5,2,3.325832154758632,106.03947830681456,548,12,9,14
5,3,33.18401120707644,128.92920132140307,587,6,10,10
5,4,48.30138807549665,94.76360095273535,1404,9,10,6
5,5,7.946128519910364,75.54891965572028,305,6,14,11
5,6,16.11308243025303,114.92282599977474,1668,9,11,14
5,7,18.605561411729656,86.24960159142137,118,15,7,5
5,8,25.98007078835837,85.6084264205098,378,8,5,11
5,9,18.204614848517465,114.62123256212774,379,6,9,6
5,10,23.445179959385296,106.2493290136407,3313,8,9,11
5,11,30.15785552744651,107.50957126496635,1703,13,12,11
5,12,18.022841256547174,128.22624693024667,274,13,11,9
5,13,14.460831841223184,132.4801001225435,1901,6,13,10
5,14,12.725896905309861,82.26139293588815,1774,14,10,13
5,15,41.534913555258115,80.16222127035017,1368,8,9,6
5,16,28.45910486955909,86.30040062421546,8,11,10,8
5,17,26.845867759022777,123.41796858094614,2013,9,6,15
5,18,5.611882862337833,110.00000703040544,2203,13,12,13
5,19,20.960899159965916,118.10467377759592,2130,12,9,14
5,20,6.3437998019397845,77.85664820833712,1687,6,14,10
6,1,44.8987068665135,104.43677383165735,2266,12,15,7
6,2,36.76147364555051,104.83202809437728,2452,8,12,15
6,3,52.37386394576635,121.62077111486143,1773,5,15,13
6,4,32.371313616393834,119.94927562187516,3574,14,5,15
6,5,27.534168878398038,90.55515750203483,42,15,9,5
6,6,31.336449960291677,112.3927213905473,2941,8,5,8
6,7,52.503118371668805,103.4776398168675,983,7,9,9
6,8,50.05143009485169,96.43831035204785,3555,9,6,9
6,9,31.253982354613694,95.28059624433067,1710,8,5,11
6,10,9.980176035754681,94.72123492289988,2754,9,14,14
6,11,26.529182671863857,128.05654953230362,3064,7,9,10
6,12,38.046765500024364,98.68414147868833,3461,5,15,14
6,13,44.24352810289756,78.41104594544343,254,7,10,15
6,14,21.40876612812874,78.47546588899388,745,12,6,14
6,15,27.922544232724963,119.89899768069495,1248,14,14,13
6,16,19.91913326929845,120.77611067560147,1643,7,8,12
6,17,16.98575470885084,81.25166499085302,636,14,12,12
6,18,27.64096887472593,112.55362720985725,2067,5,7,9
6,19,19.661893172553576,74.50335588511338,1834,13,15,12
6,20,23.384630967411,98.79826446734074,2183,15,5,9
7,1,6.318501435157911,104.30424280188993,2843,14,5,7
7,2,51.00486992332829,106.98365151699036,13,6,7,14
7,3,16.294200380462396,121.99342588082098,3408,6,14,12
7,4,33.83939153931415,98.79027298049635,832,5,5,13
7,5,8.141898623863383,81.39964363883144,605,14,6,12
7,6,22.955358920600492,90.37860280821415,367,10,15,12
7,7,24.71590404633294,107.47257811756512,182,13,8,10
7,8,17.830724032530057,74.88013782684114,1812,8,14,15
7,9,50.73200344373028,87.4182825405115,1385,9,11,13
7,10,52.83015271728743,112.1850015686945,942,12,14,8
7,11,6.975048705888707,87.80241807626874,3112,6,5,10
7,12,4.789537806500707,129.22951999315455,813,10,9,9
7,13,38.49619455420604,79.66199928823107,2842,8,11,12
7,14,38.811520483054586,105.80594699545075,3493,14,15,6
7,15,10.054583735757102,123.4632588572554,2159,14,12,10
7,16,19.194833851732586,92.67453546756725,1897,8,10,7
7,17,17.128092079845434,117.30575418860178,749,15,14,10
7,18,36.42809229000028,95.82125171945829,87,5,12,12
7,19,11.423389153596721,78.8674139641956,3504,14,11,9
7,20,38.83988340386792,83.1946129465569,2434,8,14,10
