batch_id,task_id,latitude,longitude,arrival_time,observation_duration,profit,memory_usage
1,1,45.791256125946695,124.53539846735086,1145,10,12,11
1,2,23.714931734669108,111.19095452377874,813,6,11,6
1,3,33.00564643521477,121.62480779274199,3286,14,15,5
1,4,36.83800629776867,114.94630998557093,261,6,8,11
1,5,44.261242983260985,86.03020527144643,2684,7,6,14
1,6,34.59662703906508,104.79187955679845,260,15,5,7
1,7,4.248664181565373,77.77003227701258,1040,6,9,8
1,8,49.485628215625084,127.20299563716415,2282,10,8,5
1,9,14.334678383483515,117.88309966772209,2339,6,6,13
1,10,13.704019927182944,119.1545432123767,2290,5,14,9
1,11,43.083783960729555,80.65476360231656,3576,13,14,15
1,12,22.399703393069007,124.7836740592194,11,9,15,12
1,13,10.307765596134601,106.81700015341974,2328,9,14,7
1,14,40.25955037889648,104.51211511622225,1701,14,8,12
1,15,29.56586014193759,110.80134228124209,2038,9,10,6
1,16,34.44365848071101,98.95576178328237,991,15,7,8
1,17,15.598215382374562,98.5913677454658,3159,10,15,10
1,18,15.004695563088037,77.45417715039368,478,11,12,10
1,19,38.7960506574266,105.57650962026234,1754,9,12,11
1,20,47.45161864920043,122.57622687519972,3151,14,9,7
1,21,18.29313366202051,76.85867912884561,2625,11,11,9
1,22,15.644364816664854,109.20722076069572,672,14,12,11
1,23,6.209530105056607,94.48330611156993,1182,13,8,8
1,24,36.659692146341754,119.70144397254772,2797,15,6,11
1,25,49.18054181628673,82.6903493052577,532,5,7,15
1,26,28.93709817103403,132.36289569738466,158,15,15,7
1,27,44.35310052668092,78.2467869027717,928,5,5,7
1,28,17.612946490275814,116.67705835676874,1509,11,11,14
1,29,23.433818752791677,89.37630842582533,3092,8,15,5
1,30,17.028453446089614,75.63540320283789,293,8,11,15
2,1,18.41759203370644,91.67199568822691,1272,12,11,15
2,2,17.821746361141653,79.11385246147033,2510,10,10,12
2,3,30.911922957125622,94.86350365301641,1393,5,11,14
2,4,18.906712443108653,118.94083715566444,3325,10,15,11
2,5,3.7689552389114116,108.48649891781113,173,12,10,13
2,6,22.522137919833938,83.76291789954237,3489,14,12,13
2,7,19.846338635107944,75.05620659462238,1353,8,9,7
2,8,38.943902093034005,77.90933398119014,3268,7,10,10
2,9,29.386518963984763,88.5050569211706,799,5,7,6
2,10,15.433898404841731,122.19357170826444,507,14,9,5
2,11,4.014361018367671,104.91190355955881,1955,13,14,7
2,12,18.507974499250754,108.58583032184988,1136,7,12,14
2,13,15.715390523105652,77.63128877514856,1937,5,10,10
2,14,46.05101878453849,118.29997929925938,2663,9,15,13
2,15,8.063768782566648,102.5502954091303,501,8,13,10
2,16,9.913632093732902,123.54419422121717,1582,9,5,11
2,17,34.67060246622256,84.87430113115087,534,10,10,10
2,18,21.488647062105002,101.12389485242103,1984,12,14,7
2,19,15.824829985711188,121.61801848256391,442,11,10,15
2,20,32.23120394743378,126.28577864876222,1913,11,13,11
2,21,38.05280412453809,90.64250147687463,283,14,12,7
2,22,16.35715860371026,119.6924492356465,420,10,5,10
2,23,20.271754467238072,120.561285155863,2359,15,6,13
2,24,24.63328424089157,93.13880318608298,1479,11,5,5
2,25,26.787658547325307,84.51195731209036,1677,8,6,5
2,26,36.50135069914694,127.06770446193798,1441,12,12,14
2,27,5.764950362771534,85.59352311717397,2013,14,9,15
2,28,4.596921349893732,120.12001105642418,1257,13,15,7
2,29,11.161293116011336,123.80251828801207,1446,14,10,8
2,30,24.61466493277378,86.0108098653046,2201,15,10,14
