batch_id,task_id,arrival_time_seconds,observable_by_satellites,reward,observation_duration,memory_usage,latitude,longitude
1,1,592,Satellite5,13,11,5,41.09370645144535,131.2194950862068
1,2,1831,Satellite3,11,10,15,45.99271634671691,96.7925132491279
1,3,1209,Satellite5,13,14,8,13.77292757413063,81.90257487804011
1,5,771,"Satellite5, Satellite1",7,7,10,22.736757405667415,90.40405581057067
1,6,2587,Satellite7,15,13,13,46.06616187152625,92.87283860965356
1,7,233,"Satellite1, Satellite6",10,15,15,28.3364426802411,97.78961612604455
1,9,3388,Satellite7,15,13,11,18.685275355443515,74.58008033057375
1,10,2770,Satellite7,11,12,5,51.16342299968317,82.38835742698375
1,11,148,Satellite6,5,9,14,20.961566846959247,129.91262975288774
1,12,2458,"Satellite7, Satellite4",11,13,15,47.834690949551174,124.21640424207999
1,14,2545,Satellite4,5,6,7,35.69886027920257,117.64104210394387
1,15,175,"Satellite1, Satellite6",7,7,15,40.60337213048185,102.4233421667686
1,17,2412,Satellite3,12,13,11,4.058180910877998,84.31335068722844
1,19,726,"Satellite5, Satellite1",5,9,6,34.62625391024436,75.50732352930396
1,20,792,"Satellite1, Satellite6",10,7,15,11.63674803114457,90.80248788412739
1,21,3175,Satellite7,6,12,10,18.61951133375661,111.30074296016939
1,22,1100,Satellite5,10,14,13,22.22678694574943,120.00200796190123
1,23,2888,Satellite7,12,7,9,30.248268390680476,89.32593027426682
1,25,2962,"Satellite7, Satellite4",6,11,11,19.596660234625553,114.648723731596
1,27,2527,Satellite7,6,7,14,44.30688847611444,75.32086623493161
1,30,3083,Satellite7,10,9,14,37.95984888271318,100.93891733193445
1,32,347,"Satellite5, Satellite1",5,12,6,46.674871347519506,115.21096258654669
1,33,1299,Satellite5,14,6,8,35.34944421349088,92.45287438138372
1,34,340,"Satellite5, Satellite1",13,7,12,48.99410964699749,119.25112356939543
1,36,2871,Satellite7,15,14,6,41.54038264771628,84.27329423873212
1,38,1767,Satellite5,13,6,11,5.746090097338216,83.60945000911664
1,40,680,"Satellite1, Satellite6",9,5,6,5.858241417308993,79.95770123032187
1,41,286,Satellite6,10,11,8,15.323217991907903,85.90061009241572
1,43,749,Satellite1,6,9,13,17.99206380072833,79.51345226513028
1,45,2294,Satellite3,11,10,10,13.071246078320373,98.76155192651478
1,47,836,"Satellite1, Satellite6",10,6,9,7.5835404082951445,104.84689362812975
1,48,2103,Satellite3,10,7,10,24.67875945782527,79.1434741433614
1,49,823,Satellite5,14,15,15,49.60590168191644,107.82882027230737
1,50,648,"Satellite5, Satellite1",11,12,5,43.14843841130035,103.4280281550593
1,51,1736,Satellite3,6,12,7,44.30270060117673,131.59329359207683
1,52,2903,Satellite4,5,9,5,6.672419948475925,121.65416808921665
1,53,374,"Satellite1, Satellite6",13,13,9,32.226005167487244,116.52965812233711
1,54,1520,Satellite3,8,13,7,52.91898243169768,94.92640979871899
1,56,623,"Satellite1, Satellite6",13,9,15,5.10521304427469,105.76348025871383
1,58,212,"Satellite5, Satellite1, Satellite6",11,8,14,50.90888248612937,113.46131800546462
1,59,2337,Satellite3,8,8,8,49.22641572133315,74.8006447261329
1,60,3023,Satellite7,14,5,8,15.975440399632493,98.46682241117865
1,62,738,Satellite5,11,14,12,38.93674184291078,107.44519294407215
1,64,2066,Satellite3,8,6,12,26.06523595836375,79.6083308736836
1,66,3567,Satellite7,13,14,10,15.624535251098818,76.29406003248124
1,68,2464,Satellite7,7,12,11,42.42041841798839,101.00469308258033
1,69,2369,Satellite7,14,5,11,48.739086138689,103.582948588453
1,70,2571,Satellite3,13,9,11,31.591226529680974,98.08936527141984
1,72,2800,Satellite7,15,10,10,27.13099446813996,85.52958668194431
1,73,847,Satellite5,10,5,7,21.318951314885766,113.86352919935231
1,74,348,"Satellite5, Satellite1",5,8,8,52.78868802625605,113.604000387383
1,75,3012,Satellite3,7,6,14,7.039057935988321,76.91295606801421
1,76,677,"Satellite5, Satellite1",11,5,9,35.42408434833607,82.08024871500659
1,78,201,"Satellite1, Satellite6",8,8,7,38.16252839589487,88.2307864888045
