batch_id,task_id,latitude,longitude,satellite,intervals
1,1,,,Satellite1,"(('18 Aug 2018 04:00:42.741', '18 Aug 2018 04:13:16.652'),)"
1,1,,,Satellite3,"(('18 Aug 2018 04:28:41.212', '18 Aug 2018 04:42:41.100'),)"
1,1,,,Satellite5,"(('18 Aug 2018 04:08:18.829', '18 Aug 2018 04:21:00.991'),)"
1,1,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:19.703'),)"
1,1,,,Satellite7,"(('18 Aug 2018 04:42:29.249', '18 Aug 2018 04:54:49.490'),)"
1,2,,,Satellite1,"(('18 Aug 2018 04:03:16.677', '18 Aug 2018 04:16:34.431'),)"
1,2,,,Satellite3,"(('18 Aug 2018 04:31:29.106', '18 Aug 2018 04:45:30.834'),)"
1,2,,,Satellite5,"(('18 Aug 2018 04:10:59.429', '18 Aug 2018 04:24:33.785'),)"
1,2,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:13.017'),)"
1,2,,,Satellite7,"(('18 Aug 2018 04:45:07.313', '18 Aug 2018 04:57:56.519'),)"
1,3,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:42.649'),)"
1,3,,,Satellite3,"(('18 Aug 2018 04:26:13.469', '18 Aug 2018 04:37:30.654'),)"
1,3,,,Satellite4,"(('18 Aug 2018 04:36:58.108', '18 Aug 2018 04:43:44.970'),)"
1,3,,,Satellite5,"(('18 Aug 2018 04:04:25.013', '18 Aug 2018 04:18:53.389'),)"
1,3,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:21.593'),)"
1,3,,,Satellite7,"(('18 Aug 2018 04:39:35.090', '18 Aug 2018 04:51:05.161'),)"
1,4,,,Satellite4,"(('18 Aug 2018 04:43:11.826', '18 Aug 2018 04:54:29.103'),)"
1,4,,,Satellite6,"(('18 Aug 2018 04:04:26.722', '18 Aug 2018 04:07:53.307'),)"
1,5,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:01.771'),)"
1,5,,,Satellite3,"(('18 Aug 2018 04:27:56.951', '18 Aug 2018 04:39:57.657'),)"
1,5,,,Satellite5,"(('18 Aug 2018 04:06:13.590', '18 Aug 2018 04:21:00.553'),)"
1,5,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:12.513'),)"
1,5,,,Satellite7,"(('18 Aug 2018 04:41:14.459', '18 Aug 2018 04:53:23.149'),)"
1,6,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:58.601'),)"
1,6,,,Satellite3,"(('18 Aug 2018 04:25:30.894', '18 Aug 2018 04:33:05.164'),)"
1,6,,,Satellite4,"(('18 Aug 2018 04:33:57.855', '18 Aug 2018 04:44:56.233'),)"
1,6,,,Satellite5,"(('18 Aug 2018 04:03:10.153', '18 Aug 2018 04:15:50.089'),)"
1,6,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:02:49.658'),)"
1,6,,,Satellite7,"(('18 Aug 2018 04:38:50.041', '18 Aug 2018 04:47:12.988'),)"
1,7,,,Satellite1,"(('18 Aug 2018 04:06:13.903', '18 Aug 2018 04:20:02.193'),)"
1,7,,,Satellite3,"(('18 Aug 2018 04:34:58.141', '18 Aug 2018 04:48:15.522'),)"
1,7,,,Satellite5,"(('18 Aug 2018 04:13:50.437', '18 Aug 2018 04:28:26.984'),)"
1,7,,,Satellite6,"(('18 Aug 2018 04:02:07.352', '18 Aug 2018 04:13:43.945'),)"
1,7,,,Satellite7,"(('18 Aug 2018 04:48:12.001', '18 Aug 2018 04:59:59.000'),)"
1,8,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:05.629'),)"
1,8,,,Satellite3,"(('18 Aug 2018 04:27:46.251', '18 Aug 2018 04:38:45.183'),)"
1,8,,,Satellite4,"(('18 Aug 2018 04:39:24.946', '18 Aug 2018 04:43:54.665'),)"
1,8,,,Satellite5,"(('18 Aug 2018 04:05:48.929', '18 Aug 2018 04:20:18.202'),)"
1,8,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:43.581'),)"
1,8,,,Satellite7,"(('18 Aug 2018 04:40:59.631', '18 Aug 2018 04:52:24.945'),)"
1,9,,,Satellite4,"(('18 Aug 2018 04:39:31.209', '18 Aug 2018 04:50:55.954'),)"
1,9,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:58.624'),)"
1,10,,,Satellite1,"(('18 Aug 2018 04:02:04.754', '18 Aug 2018 04:15:09.403'),)"
1,10,,,Satellite3,"(('18 Aug 2018 04:30:12.608', '18 Aug 2018 04:44:14.314'),)"
1,10,,,Satellite5,"(('18 Aug 2018 04:09:43.021', '18 Aug 2018 04:23:05.539'),)"
1,10,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:42.616'),)"
1,10,,,Satellite7,"(('18 Aug 2018 04:43:53.930', '18 Aug 2018 04:56:35.764'),)"
1,11,,,Satellite1,"(('18 Aug 2018 04:00:24.140', '18 Aug 2018 04:13:07.938'),)"
1,11,,,Satellite3,"(('18 Aug 2018 04:29:10.357', '18 Aug 2018 04:40:57.804'),)"
1,11,,,Satellite5,"(('18 Aug 2018 04:07:21.864', '18 Aug 2018 04:22:07.787'),)"
1,11,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:17.400'),)"
1,11,,,Satellite7,"(('18 Aug 2018 04:42:22.344', '18 Aug 2018 04:54:26.544'),)"
1,12,,,Satellite1,"(('18 Aug 2018 04:08:13.055', '18 Aug 2018 04:22:08.020'),)"
1,12,,,Satellite2,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:05.250'),)"
1,12,,,Satellite3,"(('18 Aug 2018 04:37:08.042', '18 Aug 2018 04:50:11.683'),)"
1,12,,,Satellite5,"(('18 Aug 2018 04:15:53.312', '18 Aug 2018 04:30:34.440'),)"
1,12,,,Satellite6,"(('18 Aug 2018 04:04:06.016', '18 Aug 2018 04:15:52.964'),)"
1,12,,,Satellite7,"(('18 Aug 2018 04:50:13.965', '18 Aug 2018 04:59:59.000'),)"
1,13,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:02.202'),)"
1,13,,,Satellite3,"(('18 Aug 2018 04:25:25.526', '18 Aug 2018 04:39:26.694'),)"
1,13,,,Satellite5,"(('18 Aug 2018 04:04:35.157', '18 Aug 2018 04:17:56.377'),)"
1,13,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:02:54.787'),)"
1,13,,,Satellite7,"(('18 Aug 2018 04:39:09.468', '18 Aug 2018 04:51:41.353'),)"
1,14,,,Satellite1,"(('18 Aug 2018 04:06:02.302', '18 Aug 2018 04:19:44.101'),)"
1,14,,,Satellite3,"(('18 Aug 2018 04:34:28.435', '18 Aug 2018 04:48:20.421'),)"
1,14,,,Satellite5,"(('18 Aug 2018 04:13:51.913', '18 Aug 2018 04:27:51.590'),)"
1,14,,,Satellite6,"(('18 Aug 2018 04:02:32.331', '18 Aug 2018 04:12:40.224'),)"
1,14,,,Satellite7,"(('18 Aug 2018 04:47:56.933', '18 Aug 2018 04:59:59.000'),)"
1,15,,,Satellite4,"(('18 Aug 2018 04:38:50.414', '18 Aug 2018 04:50:01.949'),)"
1,15,,,Satellite5,"(('18 Aug 2018 04:10:32.240', '18 Aug 2018 04:17:43.762'),)"
1,15,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:47.299'),)"
1,16,,,Satellite1,"(('18 Aug 2018 04:01:13.712', '18 Aug 2018 04:14:04.778'),)"
1,16,,,Satellite3,"(('18 Aug 2018 04:30:02.499', '18 Aug 2018 04:41:55.001'),)"
1,16,,,Satellite5,"(('18 Aug 2018 04:08:14.792', '18 Aug 2018 04:23:01.713'),)"
1,16,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:06.084'),)"
1,16,,,Satellite7,"(('18 Aug 2018 04:43:12.267', '18 Aug 2018 04:55:21.892'),)"
1,17,,,Satellite1,"(('18 Aug 2018 04:01:13.934', '18 Aug 2018 04:14:11.626'),)"
1,17,,,Satellite3,"(('18 Aug 2018 04:29:19.551', '18 Aug 2018 04:43:21.535'),)"
1,17,,,Satellite5,"(('18 Aug 2018 04:08:48.261', '18 Aug 2018 04:22:06.303'),)"
1,17,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:44.311'),)"
1,17,,,Satellite7,"(('18 Aug 2018 04:43:02.279', '18 Aug 2018 04:55:40.745'),)"
1,18,,,Satellite1,"(('18 Aug 2018 04:09:31.689', '18 Aug 2018 04:18:53.960'),)"
1,18,,,Satellite5,"(('18 Aug 2018 04:15:47.611', '18 Aug 2018 04:28:54.366'),)"
1,18,,,Satellite6,"(('18 Aug 2018 04:02:58.128', '18 Aug 2018 04:15:32.506'),)"
1,18,,,Satellite7,"(('18 Aug 2018 04:52:07.042', '18 Aug 2018 04:59:26.375'),)"
1,19,,,Satellite4,"(('18 Aug 2018 04:44:16.602', '18 Aug 2018 04:55:08.972'),)"
1,19,,,Satellite6,"(('18 Aug 2018 04:03:47.357', '18 Aug 2018 04:10:39.227'),)"
1,20,,,Satellite1,"(('18 Aug 2018 04:06:12.990', '18 Aug 2018 04:20:00.819'),)"
1,20,,,Satellite3,"(('18 Aug 2018 04:34:47.158', '18 Aug 2018 04:48:26.926'),)"
1,20,,,Satellite5,"(('18 Aug 2018 04:13:57.274', '18 Aug 2018 04:28:15.911'),)"
1,20,,,Satellite6,"(('18 Aug 2018 04:02:26.496', '18 Aug 2018 04:13:17.795'),)"
1,20,,,Satellite7,"(('18 Aug 2018 04:48:09.192', '18 Aug 2018 04:59:59.000'),)"
2,1,,,Satellite1,"(('18 Aug 2018 04:08:23.249', '18 Aug 2018 04:15:41.617'),)"
