batch_id,task_id,arrival_time_seconds,observable_by_satellites,reward,observation_duration,memory_usage,latitude,longitude
1,13,242,Satellite6,8,6,5,23.61086627652704,90.83140408121113
1,8,281,"Satellite5, Satellite1",13,15,8,44.95742555325835,125.0278754023254
1,28,354,"Satellite5, Satellite1",11,15,5,45.168404682116766,86.20387673206228
1,22,358,Satellite1,13,7,12,43.104279963571095,110.72981210980686
1,24,448,Satellite5,9,9,9,14.584233539977967,114.90403983369075
1,21,546,"Satellite5, Satellite1",10,9,7,26.76179838306963,107.2277010923288
1,18,600,Satellite5,14,15,5,25.208027332807724,78.32975501123695
1,7,1203,Satellite5,15,15,12,19.684474938482296,115.56995837874791
1,3,1256,Satellite5,8,15,10,36.93413325474896,110.76408880043635
1,17,1620,Satellite5,9,6,12,35.46059612508821,101.26096295056132
1,1,1621,Satellite3,10,13,5,33.167329187228646,114.09177826133697
1,15,1863,Satellite3,14,14,5,5.172127518367223,86.72649293112734
1,20,1902,Satellite3,5,9,12,7.16336603696485,83.16941106349591
1,26,2035,Satellite3,7,15,6,45.64806075113342,127.23615996135834
1,10,2042,Satellite3,11,8,10,9.997682258471672,88.57500293152562
1,11,2173,Satellite3,5,13,9,32.946777326054345,89.91662471899444
1,19,2476,Satellite4,13,6,7,10.919952393606112,90.78969927995004
1,2,2810,Satellite3,13,10,15,45.06598355987475,122.83591917601566
1,16,3065,Satellite7,13,12,6,26.91427492897,84.34089420947441
1,14,3263,Satellite7,13,9,13,9.340595981719089,93.81555129615762
2,8,139,Satellite6,5,11,6,29.577595238640654,124.9227634779127
2,9,269,Satellite6,12,10,10,20.737277747637087,132.10111415698628
2,27,339,Satellite6,5,9,14,18.845556819732508,130.27544357455992
2,18,343,Satellite6,15,8,9,31.684026099611188,106.03219420173824
2,24,601,"Satellite1, Satellite6",5,8,12,29.057592855457568,81.0115350247627
2,12,701,"Satellite5, Satellite1",8,8,11,33.11454660252951,100.92210497134603
2,20,833,"Satellite1, Satellite6",9,6,6,11.177807880302762,76.76065232791254
2,21,956,Satellite5,15,7,13,15.718012158300452,91.35861509512978
2,10,1139,"Satellite5, Satellite1",13,6,11,12.179396375974497,86.12707047619517
2,17,1232,Satellite5,14,11,8,47.77921545189034,124.34463627147576
2,1,2432,Satellite3,6,7,7,17.380828415230162,89.89567799441942
2,6,2665,Satellite7,13,7,13,29.140892927108883,88.44003021922049
2,25,2904,Satellite3,12,5,6,13.688017606772199,89.07619589994614
2,11,2949,Satellite7,13,7,13,31.98646804499802,105.67759599731812
2,2,2953,Satellite7,8,13,6,41.3966124809973,123.15313509858706
2,7,3064,Satellite7,11,7,11,26.814356047919233,104.43544219929856
